,edit_count,sentiment,neg_sentiment
2014-08-19,0.7666666666666667,-0.006538756995920147,0.14484126984126983
2014-08-20,0.7666666666666667,-0.006538756995920147,0.14484126984126983
2014-08-21,0.7666666666666667,-0.006538756995920147,0.14484126984126983
2014-08-22,0.7666666666666667,-0.006538756995920147,0.14484126984126983
2014-08-23,0.7666666666666667,-0.006538756995920147,0.14484126984126983
2014-08-24,0.8,0.02659617631681382,0.14484126984126983
2014-08-25,0.8,0.02659617631681382,0.14484126984126983
2014-08-26,0.7666666666666667,-0.006656770218932436,0.14484126984126983
2014-08-27,0.5666666666666667,0.015010550452603237,0.13055555555555556
2014-08-28,0.5333333333333333,-0.00992681499984529,0.13055555555555556
2014-08-29,0.5333333333333333,-0.00992681499984529,0.13055555555555556
2014-08-30,0.5333333333333333,-0.00992681499984529,0.13055555555555556
2014-08-31,0.5333333333333333,-0.00992681499984529,0.13055555555555556
2014-09-01,0.5333333333333333,-0.00992681499984529,0.13055555555555556
2014-09-02,0.5,0.0230110216471884,0.09722222222222224
2014-09-03,0.8333333333333334,0.04165149374140634,0.10388888888888889
2014-09-04,0.9333333333333333,0.049959930876890817,0.11499999999999999
2014-09-05,0.9,0.07706227610508601,0.08166666666666668
2014-09-06,0.9,0.07706227610508601,0.08166666666666668
2014-09-07,0.9,0.07706227610508601,0.08166666666666668
2014-09-08,0.9333333333333333,0.045175736248493185,0.115
2014-09-09,0.8333333333333334,0.020238370796044673,0.115
2014-09-10,0.7,0.006505667765935267,0.10666666666666667
2014-09-11,0.6,0.020373966561423415,0.08444444444444445
2014-09-12,0.6,0.020373966561423415,0.08444444444444445
2014-09-13,0.5333333333333333,0.05313466813829211,0.05111111111111111
2014-09-14,0.5333333333333333,0.05313466813829211,0.05111111111111111
2014-09-15,0.5333333333333333,0.05313466813829211,0.05111111111111111
2014-09-16,0.5333333333333333,0.05313466813829211,0.05111111111111111
2014-09-17,0.5333333333333333,0.05313466813829211,0.05111111111111111
2014-09-18,0.5333333333333333,0.05313466813829211,0.05111111111111111
2014-09-19,0.5333333333333333,0.05313466813829211,0.05111111111111111
2014-09-20,0.5333333333333333,0.05313466813829211,0.05111111111111111
2014-09-21,0.5333333333333333,0.05313466813829211,0.05111111111111111
2014-09-22,0.5333333333333333,0.05313466813829211,0.05111111111111111
2014-09-23,0.5,0.019999734825558137,0.05111111111111111
2014-09-24,0.5,0.019999734825558137,0.05111111111111111
2014-09-25,0.5,0.019999734825558137,0.05111111111111111
2014-09-26,0.4666666666666667,-0.004937630626890388,0.05111111111111111
2014-09-27,0.4666666666666667,-0.004937630626890388,0.05111111111111111
2014-09-28,0.4666666666666667,-0.004937630626890388,0.05111111111111111
2014-09-29,0.4666666666666667,-0.004937630626890388,0.05111111111111111
2014-09-30,0.5,0.02768791344430712,0.05111111111111111
2014-10-01,0.5,0.02768791344430712,0.05111111111111111
2014-10-02,0.5,0.02768791344430712,0.05111111111111111
2014-10-03,0.16666666666666666,0.009047441350089185,0.04444444444444444
2014-10-04,0.06666666666666667,0.0007390042146047002,0.03333333333333333
2014-10-05,0.06666666666666667,0.0007390042146047002,0.03333333333333333
2014-10-06,0.06666666666666667,0.0007390042146047002,0.03333333333333333
2014-10-07,0.06666666666666667,0.0007390042146047002,0.03333333333333333
2014-10-08,0.1,0.061364301045735675,0.0
2014-10-09,0.1,0.061364301045735675,0.0
2014-10-10,0.1,0.061364301045735675,0.0
2014-10-11,0.1,0.061364301045735675,0.0
2014-10-12,0.1,0.061364301045735675,0.0
2014-10-13,0.1,0.061364301045735675,0.0
2014-10-14,0.16666666666666666,0.06104253033796946,0.016666666666666666
2014-10-15,0.16666666666666666,0.06104253033796946,0.016666666666666666
2014-10-16,0.16666666666666666,0.06104253033796946,0.016666666666666666
2014-10-17,0.16666666666666666,0.06104253033796946,0.016666666666666666
2014-10-18,0.16666666666666666,0.06104253033796946,0.016666666666666666
2014-10-19,0.16666666666666666,0.06104253033796946,0.016666666666666666
2014-10-20,0.16666666666666666,0.06104253033796946,0.016666666666666666
2014-10-21,0.16666666666666666,0.06104253033796946,0.016666666666666666
2014-10-22,0.16666666666666666,0.06104253033796946,0.016666666666666666
2014-10-23,0.3,0.060967701176802315,0.03333333333333333
2014-10-24,0.3,0.060967701176802315,0.03333333333333333
2014-10-25,0.3,0.060967701176802315,0.03333333333333333
2014-10-26,0.3,0.060967701176802315,0.03333333333333333
2014-10-27,0.3,0.060967701176802315,0.03333333333333333
2014-10-28,0.3,0.060967701176802315,0.03333333333333333
2014-10-29,0.3,0.060967701176802315,0.03333333333333333
2014-10-30,0.26666666666666666,0.028342157105604813,0.03333333333333333
2014-10-31,0.26666666666666666,0.028342157105604813,0.03333333333333333
2014-11-01,0.26666666666666666,0.028342157105604813,0.03333333333333333
2014-11-02,0.26666666666666666,0.028342157105604813,0.03333333333333333
2014-11-03,0.26666666666666666,0.028342157105604813,0.03333333333333333
2014-11-04,0.26666666666666666,0.028342157105604813,0.03333333333333333
2014-11-05,0.26666666666666666,0.028342157105604813,0.03333333333333333
2014-11-06,0.26666666666666666,0.028342157105604813,0.03333333333333333
2014-11-07,0.2,-0.00039659986893335607,0.03333333333333333
2014-11-08,0.2,-0.00039659986893335607,0.03333333333333333
2014-11-09,0.2,-0.00039659986893335607,0.03333333333333333
2014-11-10,0.2,-0.00039659986893335607,0.03333333333333333
2014-11-11,0.2,-0.00039659986893335607,0.03333333333333333
2014-11-12,0.2,-0.00039659986893335607,0.03333333333333333
2014-11-13,0.16666666666666666,0.03317811737457912,0.016666666666666666
2014-11-14,0.16666666666666666,0.03317811737457912,0.016666666666666666
2014-11-15,0.16666666666666666,0.03317811737457912,0.016666666666666666
2014-11-16,0.16666666666666666,0.03317811737457912,0.016666666666666666
2014-11-17,0.16666666666666666,0.03317811737457912,0.016666666666666666
2014-11-18,0.16666666666666666,0.03317811737457912,0.016666666666666666
2014-11-19,0.16666666666666666,0.03317811737457912,0.016666666666666666
2014-11-20,0.16666666666666666,0.03317811737457912,0.016666666666666666
2014-11-21,0.16666666666666666,0.03317811737457912,0.016666666666666666
2014-11-22,0.03333333333333333,0.03325294653574626,0.0
2014-11-23,0.06666666666666667,0.06653395692507426,0.0
2014-11-24,0.06666666666666667,0.06653395692507426,0.0
2014-11-25,0.06666666666666667,0.06653395692507426,0.0
2014-11-26,0.06666666666666667,0.06653395692507426,0.0
2014-11-27,0.06666666666666667,0.06653395692507426,0.0
2014-11-28,0.06666666666666667,0.06653395692507426,0.0
2014-11-29,0.06666666666666667,0.06653395692507426,0.0
2014-11-30,0.06666666666666667,0.06653395692507426,0.0
2014-12-01,0.06666666666666667,0.06653395692507426,0.0
2014-12-02,0.06666666666666667,0.06653395692507426,0.0
2014-12-03,0.06666666666666667,0.06653395692507426,0.0
2014-12-04,0.06666666666666667,0.06653395692507426,0.0
2014-12-05,0.06666666666666667,0.06653395692507426,0.0
2014-12-06,0.06666666666666667,0.06653395692507426,0.0
2014-12-07,0.06666666666666667,0.06653395692507426,0.0
2014-12-08,0.23333333333333334,0.0956791388988495,0.0
2014-12-09,0.23333333333333334,0.0956791388988495,0.0
2014-12-10,0.23333333333333334,0.0956791388988495,0.0
2014-12-11,0.23333333333333334,0.0956791388988495,0.0
2014-12-12,0.23333333333333334,0.0956791388988495,0.0
2014-12-13,0.2,0.06242619236310323,0.0
2014-12-14,0.23333333333333334,0.09342689196268719,0.0
2014-12-15,0.23333333333333334,0.09342689196268719,0.0
2014-12-16,0.23333333333333334,0.09342689196268719,0.0
2014-12-17,0.26666666666666666,0.06108605146408082,0.03333333333333333
2014-12-18,0.26666666666666666,0.06108605146408082,0.03333333333333333
2014-12-19,0.5333333333333333,0.0839444665114085,0.0375
2014-12-20,0.5666666666666667,0.05064209977785747,0.07083333333333333
2014-12-21,0.5666666666666667,0.05064209977785747,0.07083333333333333
2014-12-22,0.5666666666666667,0.05064209977785747,0.07083333333333333
2014-12-23,0.5666666666666667,-0.015908508698145543,0.10416666666666667
2014-12-24,0.5666666666666667,-0.015908508698145543,0.10416666666666667
2014-12-25,0.5666666666666667,-0.015908508698145543,0.10416666666666667
2014-12-26,0.5666666666666667,-0.015908508698145543,0.10416666666666667
2014-12-27,0.6333333333333333,-0.015925074815750118,0.12083333333333333
2014-12-28,0.6333333333333333,-0.015925074815750118,0.12083333333333333
2014-12-29,0.6333333333333333,-0.015925074815750118,0.12083333333333333
2014-12-30,0.6333333333333333,-0.015925074815750118,0.12083333333333333
2014-12-31,0.6333333333333333,-0.015925074815750118,0.12083333333333333
2015-01-01,0.6333333333333333,-0.015925074815750118,0.12083333333333333
2015-01-02,0.6333333333333333,-0.015925074815750118,0.12083333333333333
2015-01-03,0.6333333333333333,-0.015925074815750118,0.12083333333333333
2015-01-04,0.6333333333333333,-0.015925074815750118,0.12083333333333333
2015-01-05,0.6666666666666666,-0.04921366492907206,0.15416666666666667
2015-01-06,0.6666666666666666,-0.04921366492907206,0.15416666666666667
2015-01-07,0.5,-0.07835884690284729,0.15416666666666667
2015-01-08,0.5,-0.07835884690284729,0.15416666666666667
2015-01-09,0.5,-0.07835884690284729,0.15416666666666667
2015-01-10,0.5666666666666667,-0.04750412901242574,0.15416666666666667
2015-01-11,0.5666666666666667,-0.04750412901242574,0.15416666666666667
2015-01-12,0.5666666666666667,-0.04750412901242574,0.15416666666666667
2015-01-13,0.5333333333333333,-0.07850482861200968,0.15416666666666667
2015-01-14,0.5333333333333333,-0.07850482861200968,0.15416666666666667
2015-01-15,0.6666666666666666,-0.052455243468284604,0.15416666666666667
2015-01-16,0.6666666666666666,0.004822962482770287,0.12083333333333333
2015-01-17,0.6666666666666666,0.004822962482770287,0.12083333333333333
2015-01-18,0.4,-0.01803545256455739,0.11666666666666667
2015-01-19,0.36666666666666664,0.015266914168993636,0.08333333333333333
2015-01-20,0.36666666666666664,0.015266914168993636,0.08333333333333333
2015-01-21,0.36666666666666664,0.015266914168993636,0.08333333333333333
2015-01-22,0.3333333333333333,0.04853651225566864,0.05
2015-01-23,0.3333333333333333,0.04853651225566864,0.05
2015-01-24,0.3333333333333333,0.04853651225566864,0.05
2015-01-25,0.3333333333333333,0.04853651225566864,0.05
2015-01-26,0.3,0.07891840438048045,0.03333333333333333
2015-01-27,0.3,0.07891840438048045,0.03333333333333333
2015-01-28,0.3,0.07891840438048045,0.03333333333333333
2015-01-29,0.3,0.07891840438048045,0.03333333333333333
2015-01-30,0.3333333333333333,0.11201826830705007,0.03333333333333333
2015-01-31,0.3333333333333333,0.11201826830705007,0.03333333333333333
2015-02-01,0.3333333333333333,0.11201826830705007,0.03333333333333333
2015-02-02,0.3333333333333333,0.11201826830705007,0.03333333333333333
2015-02-03,0.3333333333333333,0.11201826830705007,0.03333333333333333
2015-02-04,0.3333333333333333,0.17340221703052522,0.0
2015-02-05,0.3333333333333333,0.17340221703052522,0.0
2015-02-06,0.3333333333333333,0.17340221703052522,0.0
2015-02-07,0.3333333333333333,0.17340221703052522,0.0
2015-02-08,0.3333333333333333,0.17340221703052522,0.0
2015-02-09,0.26666666666666666,0.14254749914010365,0.0
2015-02-10,0.26666666666666666,0.14254749914010365,0.0
2015-02-11,0.26666666666666666,0.14254749914010365,0.0
2015-02-12,0.3,0.1710410088300705,0.0
2015-02-13,0.3333333333333333,0.1430199255545934,0.03333333333333333
2015-02-14,0.2,0.11697034041086833,0.03333333333333333
2015-02-15,0.16666666666666666,0.0920329749584198,0.03333333333333333
2015-02-16,0.26666666666666666,0.06217967470486959,0.06666666666666667
2015-02-17,0.3,0.029541532198588055,0.1
2015-02-18,0.3,0.029541532198588058,0.1
2015-02-19,0.4,0.015692283709843956,0.12222222222222222
2015-02-20,0.43333333333333335,0.04062964916229248,0.12222222222222222
2015-02-21,0.5,0.007331064343452457,0.15555555555555553
2015-02-22,0.5,0.007331064343452457,0.15555555555555553
2015-02-23,0.5,0.007331064343452457,0.15555555555555553
2015-02-24,0.5,0.007331064343452457,0.15555555555555553
2015-02-25,0.4666666666666667,-0.023034261663754777,0.15555555555555553
2015-02-26,0.4666666666666667,-0.023034261663754777,0.15555555555555553
2015-02-27,0.4666666666666667,-0.023034261663754777,0.15555555555555553
2015-02-28,0.4666666666666667,-0.023034261663754777,0.15555555555555553
2015-03-01,0.43333333333333335,-0.0561341255903244,0.15555555555555553
2015-03-02,0.43333333333333335,-0.0561341255903244,0.15555555555555553
2015-03-03,0.43333333333333335,-0.0561341255903244,0.15555555555555553
2015-03-04,0.43333333333333335,-0.0561341255903244,0.15555555555555553
2015-03-05,0.43333333333333335,-0.0561341255903244,0.15555555555555553
2015-03-06,0.4,-0.0842294842004776,0.15555555555555553
2015-03-07,0.4,-0.0842294842004776,0.15555555555555553
2015-03-08,0.4,-0.0842294842004776,0.15555555555555553
2015-03-09,0.4,-0.0842294842004776,0.15555555555555553
2015-03-10,0.4,-0.0842294842004776,0.15555555555555553
2015-03-11,0.4,-0.0842294842004776,0.15555555555555553
2015-03-12,0.4,-0.0842294842004776,0.15555555555555553
2015-03-13,0.4,-0.0842294842004776,0.15555555555555553
2015-03-14,0.36666666666666664,-0.11272299389044443,0.15555555555555553
2015-03-15,0.3333333333333333,-0.08470191061496735,0.12222222222222222
2015-03-16,0.3333333333333333,-0.08470191061496735,0.12222222222222222
2015-03-17,0.3333333333333333,-0.08470191061496735,0.12222222222222222
2015-03-18,0.26666666666666666,-0.021595600247383117,0.08888888888888888
2015-03-19,0.23333333333333334,0.01104254225889842,0.05555555555555555
2015-03-20,0.23333333333333334,0.01104254225889842,0.05555555555555555
2015-03-21,0.16666666666666666,0.04982915620009105,0.03333333333333333
2015-03-22,0.16666666666666666,-0.008335190018018083,0.06666666666666667
2015-03-23,0.1,0.024963394800821943,0.03333333333333333
2015-03-24,0.1,0.024963394800821943,0.03333333333333333
2015-03-25,0.1,0.024963394800821943,0.03333333333333333
2015-03-26,0.13333333333333333,-0.0083521028359731,0.06666666666666667
2015-03-27,0.13333333333333333,-0.0083521028359731,0.06666666666666667
2015-03-28,0.13333333333333333,-0.0083521028359731,0.06666666666666667
2015-03-29,0.13333333333333333,-0.0083521028359731,0.06666666666666667
2015-03-30,0.13333333333333333,-0.0083521028359731,0.06666666666666667
2015-03-31,0.23333333333333334,-0.017781533797581985,0.08888888888888888
2015-04-01,0.23333333333333334,-0.017781533797581985,0.08888888888888888
2015-04-02,0.23333333333333334,-0.017781533797581985,0.08888888888888888
2015-04-03,0.23333333333333334,-0.017781533797581985,0.08888888888888888
2015-04-04,0.23333333333333334,-0.017781533797581985,0.08888888888888888
2015-04-05,0.23333333333333334,-0.017781533797581985,0.08888888888888888
2015-04-06,0.23333333333333334,-0.017781533797581985,0.08888888888888888
2015-04-07,0.23333333333333334,-0.017781533797581985,0.08888888888888888
2015-04-08,0.23333333333333334,-0.017781533797581985,0.08888888888888888
2015-04-09,0.26666666666666666,0.00715583165486654,0.08888888888888888
2015-04-10,0.26666666666666666,0.00715583165486654,0.08888888888888888
2015-04-11,0.26666666666666666,0.00715583165486654,0.08888888888888888
2015-04-12,0.26666666666666666,0.00715583165486654,0.08888888888888888
2015-04-13,0.26666666666666666,0.00715583165486654,0.08888888888888888
2015-04-14,0.26666666666666666,0.00715583165486654,0.08888888888888888
2015-04-15,0.26666666666666666,0.00715583165486654,0.08888888888888888
2015-04-16,0.26666666666666666,0.00715583165486654,0.08888888888888888
2015-04-17,0.23333333333333334,-0.026097178459167477,0.08888888888888888
2015-04-18,0.23333333333333334,-0.026097178459167477,0.08888888888888888
2015-04-19,0.23333333333333334,-0.026097178459167477,0.08888888888888888
2015-04-20,0.23333333333333334,-0.019581878185272218,0.08888888888888888
2015-04-21,0.2,0.013645102580388391,0.05555555555555555
2015-04-22,0.2,0.013645102580388391,0.05555555555555555
2015-04-23,0.2,0.013645102580388391,0.05555555555555555
2015-04-24,0.26666666666666666,0.038582468032836915,0.05555555555555555
2015-04-25,0.23333333333333334,0.07189796566963196,0.02222222222222222
2015-04-26,0.23333333333333334,0.07189796566963196,0.02222222222222222
2015-04-27,0.23333333333333334,0.07189796566963196,0.02222222222222222
2015-04-28,0.23333333333333334,0.07189796566963196,0.02222222222222222
2015-04-29,0.23333333333333334,0.07189796566963196,0.02222222222222222
2015-04-30,0.13333333333333333,0.08132739663124085,0.0
2015-05-01,0.13333333333333333,0.08132739663124085,0.0
2015-05-02,0.13333333333333333,0.08132739663124085,0.0
2015-05-03,0.13333333333333333,0.08132739663124085,0.0
2015-05-04,0.13333333333333333,0.08132739663124085,0.0
2015-05-05,0.13333333333333333,0.08132739663124085,0.0
2015-05-06,0.13333333333333333,0.08132739663124085,0.0
2015-05-07,0.13333333333333333,0.08132739663124085,0.0
2015-05-08,0.13333333333333333,0.08132739663124085,0.0
2015-05-09,0.13333333333333333,0.08132739663124085,0.0
2015-05-10,0.13333333333333333,0.08132739663124085,0.0
2015-05-11,0.13333333333333333,0.08132739663124085,0.0
2015-05-12,0.13333333333333333,0.08132739663124085,0.0
2015-05-13,0.13333333333333333,0.08132739663124085,0.0
2015-05-14,0.13333333333333333,0.08132739663124085,0.0
2015-05-15,0.13333333333333333,0.08132739663124085,0.0
2015-05-16,0.13333333333333333,0.08132739663124085,0.0
2015-05-17,0.16666666666666666,0.10954937934875489,0.0
2015-05-18,0.16666666666666666,0.10954937934875489,0.0
2015-05-19,0.16666666666666666,0.10954937934875489,0.0
2015-05-20,0.13333333333333333,0.07809671362241109,0.0
2015-05-21,0.13333333333333333,0.07809671362241109,0.0
2015-05-22,0.13333333333333333,0.07809671362241109,0.0
2015-05-23,0.13333333333333333,0.07809671362241109,0.0
2015-05-24,0.1,0.08636642694473266,0.0
2015-05-25,0.1,0.08636642694473266,0.0
2015-05-26,0.13333333333333333,0.11925443212191264,0.0
2015-05-27,0.13333333333333333,0.11925443212191264,0.0
2015-05-28,0.13333333333333333,0.11925443212191264,0.0
2015-05-29,0.13333333333333333,0.11925443212191264,0.0
2015-05-30,0.16666666666666666,0.15245387355486553,0.0
2015-05-31,0.16666666666666666,0.15245387355486553,0.0
2015-06-01,0.16666666666666666,0.15245387355486553,0.0
2015-06-02,0.16666666666666666,0.15245387355486553,0.0
2015-06-03,0.16666666666666666,0.15245387355486553,0.0
2015-06-04,0.16666666666666666,0.15245387355486553,0.0
2015-06-05,0.16666666666666666,0.15245387355486553,0.0
2015-06-06,0.16666666666666666,0.15245387355486553,0.0
2015-06-07,0.16666666666666666,0.15245387355486553,0.0
2015-06-08,0.16666666666666666,0.16011630495389303,0.0
2015-06-09,0.16666666666666666,0.16011630495389303,0.0
2015-06-10,0.16666666666666666,0.16011630495389303,0.0
2015-06-11,0.16666666666666666,0.16011630495389303,0.0
2015-06-12,0.16666666666666666,0.16011630495389303,0.0
2015-06-13,0.16666666666666666,0.16011630495389303,0.0
2015-06-14,0.16666666666666666,0.16011630495389303,0.0
2015-06-15,0.16666666666666666,0.16011630495389303,0.0
2015-06-16,0.13333333333333333,0.13189432223637898,0.0
2015-06-17,0.13333333333333333,0.13189432223637898,0.0
2015-06-18,0.13333333333333333,0.13189432223637898,0.0
2015-06-19,0.13333333333333333,0.13189432223637898,0.0
2015-06-20,0.13333333333333333,0.13189432223637898,0.0
2015-06-21,0.13333333333333333,0.13189432223637898,0.0
2015-06-22,0.13333333333333333,0.13189432223637898,0.0
2015-06-23,0.1,0.09868724346160888,0.0
2015-06-24,0.1,0.09868724346160888,0.0
2015-06-25,0.06666666666666667,0.06579923828442892,0.0
2015-06-26,0.13333333333333333,0.06609262625376383,0.016666666666666666
2015-06-27,0.13333333333333333,0.06609262625376383,0.016666666666666666
2015-06-28,0.13333333333333333,0.06609262625376383,0.016666666666666666
2015-06-29,0.1,0.03289318482081096,0.016666666666666666
2015-06-30,0.1,0.03289318482081096,0.016666666666666666
2015-07-01,0.1,0.03289318482081096,0.016666666666666666
2015-07-02,0.1,0.03289318482081096,0.016666666666666666
2015-07-03,0.1,0.03289318482081096,0.016666666666666666
2015-07-04,0.1,0.03289318482081096,0.016666666666666666
2015-07-05,0.1,0.03289318482081096,0.016666666666666666
2015-07-06,0.1,0.03289318482081096,0.016666666666666666
2015-07-07,0.1,0.03289318482081096,0.016666666666666666
2015-07-08,0.06666666666666667,0.00029338796933492395,0.016666666666666666
2015-07-09,0.06666666666666667,0.00029338796933492395,0.016666666666666666
2015-07-10,0.06666666666666667,0.00029338796933492395,0.016666666666666666
2015-07-11,0.06666666666666667,0.00029338796933492395,0.016666666666666666
2015-07-12,0.06666666666666667,0.00029338796933492395,0.016666666666666666
2015-07-13,0.06666666666666667,0.00029338796933492395,0.016666666666666666
2015-07-14,0.06666666666666667,0.00029338796933492395,0.016666666666666666
2015-07-15,0.06666666666666667,0.00029338796933492395,0.016666666666666666
2015-07-16,0.06666666666666667,0.00029338796933492395,0.016666666666666666
2015-07-17,0.06666666666666667,0.00029338796933492395,0.016666666666666666
2015-07-18,0.1,0.02523075342178345,0.016666666666666666
2015-07-19,0.1,0.02523075342178345,0.016666666666666666
2015-07-20,0.1,0.02523075342178345,0.016666666666666666
2015-07-21,0.1,0.02523075342178345,0.016666666666666666
2015-07-22,0.13333333333333333,-0.004505787293116248,0.05
2015-07-23,0.16666666666666666,0.026675633589426682,0.05
2015-07-24,0.16666666666666666,0.026675633589426682,0.05
2015-07-25,0.2,0.051612999041875204,0.05
2015-07-26,0.2,0.02072756389776866,0.06666666666666667
